size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,4094.810085261517,4094.810085261517,4094.810085261517,0.0,0,0,0.0,0.0,0.0,0.0,34.0,34,34,0,0
0,40,2479.954071300255,2479.954071300255,2479.954071300255,40.0,40,40,823.0559771060944,823.0559771060944,823.0559771060944,14.0,25.0,25,25,100.0,0.0
0,160,2062.3719559326705,2062.3719559326705,2062.3719559326705,84.0,84,84,1577.5090191364288,1577.5090191364288,1577.5090191364288,17.0,21.0,21,21,100.0,0.0
0,640,1997.0979637974508,1997.0979637974508,1997.0979637974508,88.0,88,88,1625.2952854633331,1625.2952854633331,1625.2952854633331,16.0,21.0,21,21,100.0,0.0
4,0,4256.2683499560735,4256.2683499560735,4256.2683499560735,0.0,0,0,0.0,0.0,0.0,0.0,34.0,34,34,0,0
4,40,2594.5052149771204,2594.5052149771204,2594.5052149771204,40.0,40,40,838.2415399551392,838.2415399551392,838.2415399551392,11.0,28.0,28,28,100.0,0.0
4,160,1957.3244932676193,1957.3244932676193,1957.3244932676193,86.0,86,86,1812.6039445400238,1812.6039445400238,1812.6039445400238,14.0,21.0,21,21,98.8372,1.1628
4,640,1947.636830133258,1947.636830133258,1947.636830133258,100.0,100,100,2062.931708574295,2062.931708574295,2062.931708574295,17.0,19.0,19,19,95.0,5.0
16,0,4077.0241142194272,4077.0241142194272,4077.0241142194272,0.0,0,0,0.0,0.0,0.0,0.0,35.0,35,35,0,0
16,40,2607.316626473908,2607.316626473908,2607.316626473908,40.0,40,40,843.4013192653656,843.4013192653656,843.4013192653656,13.0,27.0,27,27,100.0,0.0
16,160,1953.6482552766124,1953.6482552766124,1953.6482552766124,160.0,160,160,3329.8624291419983,3329.8624291419983,3329.8624291419983,14.0,21.0,21,21,96.25,3.75
16,640,1868.8732875060498,1868.8732875060498,1868.8732875060498,156.0,156,156,3615.7276089191437,3615.7276089191437,3615.7276089191437,19.0,20.0,20,20,87.1795,12.8205
64,0,4254.433034726753,4254.433034726753,4254.433034726753,0.0,0,0,0.0,0.0,0.0,0.0,35.0,35,35,0,0
64,40,2624.8706732936967,2624.8706732936967,2624.8706732936967,40.0,40,40,832.4410378932953,832.4410378932953,832.4410378932953,12.0,26.0,26,26,100.0,0.0
64,160,1964.6442413573106,1964.6442413573106,1964.6442413573106,160.0,160,160,3502.2258219718933,3502.2258219718933,3502.2258219718933,14.0,20.0,20,20,86.25,13.75
64,640,1932.5367462412423,1932.5367462412423,1932.5367462412423,640.0,640,640,15998.687237977982,15998.687237977982,15998.687237977982,13.0,20.0,20,20,59.2188,40.7812
